,ID,hatzvara_quality,in_building_quality,staying,Identification,profession,number_of_buildings,geo_buildings,geo_buildings_new,geo_buildings_assessment_summary
870,TZ870,medium,medium,10+,לוי,רופא,3,"['POLYGON ((34.7569269 32.042662, 34.7570625 32.0426269, 34.7570871 32.0426953, 34.7569515 32.0427303, 34.7569269 32.042662))', 'POLYGON ((34.7566381 32.0401145, 34.7573561 32.0399229, 34.7573958 32.0400296, 34.7566778 32.0402213, 34.7566381 32.0401145))', 'POLYGON ((34.7569792 32.0341374, 34.7571096 32.0341162, 34.7570841 32.0340028, 34.7569537 32.034024, 34.7569792 32.0341374))']","[['POLYGON ((34.7569269 32.042662, 34.7570625 32.0426269, 34.7570871 32.0426953, 34.7569515 32.0427303, 34.7569269 32.042662))', 'unknown'], ['POLYGON ((34.7566381 32.0401145, 34.7573561 32.0399229, 34.7573958 32.0400296, 34.7566778 32.0402213, 34.7566381 32.0401145))', 'unknown'], ['POLYGON ((34.7569792 32.0341374, 34.7571096 32.0341162, 34.7570841 32.0340028, 34.7569537 32.034024, 34.7569792 32.0341374))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
871,TZ871,low,low,1_to_3,לוי,חינוך,3,"['POLYGON ((34.7570897 32.0430222, 34.7571651 32.0432493, 34.7569811 32.0432932, 34.7569175 32.0431016, 34.7569612 32.0430912, 34.7569494 32.0430556, 34.7570897 32.0430222))', 'POLYGON ((34.7569661 32.0551165, 34.7569275 32.0550034, 34.7570833 32.0549172, 34.7571687 32.0549517, 34.7571229 32.0550103, 34.7571321 32.0550276, 34.7571942 32.0550103, 34.7572044 32.0550569, 34.7569661 32.0551165))', 'POLYGON ((34.7568692 32.0391757, 34.7570927 32.0391173, 34.7571218 32.0391973, 34.7570464 32.0392171, 34.7571465 32.0394921, 34.7572258 32.0394714, 34.7572534 32.0395472, 34.7571578 32.0395722, 34.7572263 32.0397604, 34.7570945 32.0397948, 34.7568692 32.0391757))']","[['POLYGON ((34.7570897 32.0430222, 34.7571651 32.0432493, 34.7569811 32.0432932, 34.7569175 32.0431016, 34.7569612 32.0430912, 34.7569494 32.0430556, 34.7570897 32.0430222))', 'unknown'], ['POLYGON ((34.7569661 32.0551165, 34.7569275 32.0550034, 34.7570833 32.0549172, 34.7571687 32.0549517, 34.7571229 32.0550103, 34.7571321 32.0550276, 34.7571942 32.0550103, 34.7572044 32.0550569, 34.7569661 32.0551165))', 'unknown'], ['POLYGON ((34.7568692 32.0391757, 34.7570927 32.0391173, 34.7571218 32.0391973, 34.7570464 32.0392171, 34.7571465 32.0394921, 34.7572258 32.0394714, 34.7572534 32.0395472, 34.7571578 32.0395722, 34.7572263 32.0397604, 34.7570945 32.0397948, 34.7568692 32.0391757))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
872,TZ872,medium,medium,1_to_3,אבוטבול,רופא,2,"['POLYGON ((34.7570355 32.0457387, 34.7571214 32.0457211, 34.7570887 32.0456064, 34.7570028 32.045624, 34.7570355 32.0457387))', 'POLYGON ((34.7566195 32.0556859, 34.7567214 32.0556155, 34.7575717 32.0560883, 34.7575207 32.0561383, 34.7573893 32.0561997, 34.7572042 32.0563088, 34.7570111 32.0562292, 34.756954 32.0561957, 34.7569038 32.0561406, 34.7566195 32.0556859))']","[['POLYGON ((34.7570355 32.0457387, 34.7571214 32.0457211, 34.7570887 32.0456064, 34.7570028 32.045624, 34.7570355 32.0457387))', 'unknown'], ['POLYGON ((34.7566195 32.0556859, 34.7567214 32.0556155, 34.7575717 32.0560883, 34.7575207 32.0561383, 34.7573893 32.0561997, 34.7572042 32.0563088, 34.7570111 32.0562292, 34.756954 32.0561957, 34.7569038 32.0561406, 34.7566195 32.0556859))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
873,TZ873,low,high,0_to_1,לוי,חינוך,3,"['POLYGON ((34.75699 32.0496641, 34.7572279 32.0496537, 34.7572127 32.0494045, 34.7569749 32.0494149, 34.75699 32.0496641))', 'POLYGON ((34.7571621 32.0439279, 34.7573781 32.0443999, 34.7572586 32.0444392, 34.7572053 32.0443227, 34.7568875 32.0444272, 34.7568284 32.0442979, 34.7570752 32.0442168, 34.7569716 32.0439906, 34.7571621 32.0439279))', 'POLYGON ((34.7567617 32.0404348, 34.7574605 32.0402637, 34.7575049 32.0403941, 34.7568061 32.0405651, 34.7567617 32.0404348))']","[['POLYGON ((34.75699 32.0496641, 34.7572279 32.0496537, 34.7572127 32.0494045, 34.7569749 32.0494149, 34.75699 32.0496641))', 'unknown'], ['POLYGON ((34.7571621 32.0439279, 34.7573781 32.0443999, 34.7572586 32.0444392, 34.7572053 32.0443227, 34.7568875 32.0444272, 34.7568284 32.0442979, 34.7570752 32.0442168, 34.7569716 32.0439906, 34.7571621 32.0439279))', 'unknown'], ['POLYGON ((34.7567617 32.0404348, 34.7574605 32.0402637, 34.7575049 32.0403941, 34.7568061 32.0405651, 34.7567617 32.0404348))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
874,TZ874,low,low,10+,סולומון,הייטק,1,"['POLYGON ((34.7571326 32.0484678, 34.7572071 32.0484352, 34.7571517 32.0483444, 34.7570772 32.048377, 34.7571326 32.0484678))']","[['POLYGON ((34.7571326 32.0484678, 34.7572071 32.0484352, 34.7571517 32.0483444, 34.7570772 32.048377, 34.7571326 32.0484678))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
875,TZ875,high,medium,3_to_6,כהן,מלצר,2,"['POLYGON ((34.7570601 32.0348138, 34.757258 32.0347817, 34.7572285 32.0346507, 34.7570306 32.0346828, 34.7570601 32.0348138))', 'POLYGON ((34.7570175 32.0461849, 34.7573197 32.0460841, 34.7572081 32.0458438, 34.7570453 32.0458981, 34.7571141 32.0460464, 34.7569748 32.0460929, 34.7570175 32.0461849))']","[['POLYGON ((34.7570601 32.0348138, 34.757258 32.0347817, 34.7572285 32.0346507, 34.7570306 32.0346828, 34.7570601 32.0348138))', 'unknown'], ['POLYGON ((34.7570175 32.0461849, 34.7573197 32.0460841, 34.7572081 32.0458438, 34.7570453 32.0458981, 34.7571141 32.0460464, 34.7569748 32.0460929, 34.7570175 32.0461849))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
876,TZ876,high,medium,3_to_6,לוי,חינוך,2,"['POLYGON ((34.7569038 32.0542968, 34.7572695 32.0545335, 34.7574166 32.0543703, 34.7570509 32.0541336, 34.7569038 32.0542968))', 'POLYGON ((34.7571641 32.0493274, 34.7573799 32.0492796, 34.7572083 32.0490198, 34.7569851 32.0490573, 34.7570342 32.0491674, 34.7571519 32.0491612, 34.7571862 32.0492464, 34.7571077 32.0492672, 34.7571641 32.0493274))']","[['POLYGON ((34.7569038 32.0542968, 34.7572695 32.0545335, 34.7574166 32.0543703, 34.7570509 32.0541336, 34.7569038 32.0542968))', 'unknown'], ['POLYGON ((34.7571641 32.0493274, 34.7573799 32.0492796, 34.7572083 32.0490198, 34.7569851 32.0490573, 34.7570342 32.0491674, 34.7571519 32.0491612, 34.7571862 32.0492464, 34.7571077 32.0492672, 34.7571641 32.0493274))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
877,TZ877,low,medium,1_to_3,אבוטבול,נהג,2,"['POLYGON ((34.7570497 32.0358176, 34.7570546 32.0355687, 34.7572193 32.035571, 34.7572165 32.0357106, 34.757345 32.0357125, 34.7573408 32.0359277, 34.7571798 32.0359254, 34.7571819 32.0358194, 34.7570497 32.0358176))', 'POLYGON ((34.7571876 32.0479101, 34.7574702 32.0476515, 34.7573644 32.0475839, 34.75725 32.0477132, 34.7572223 32.0477014, 34.7572223 32.0476603, 34.7573055 32.047603, 34.7571876 32.0473943, 34.7569847 32.0474795, 34.7571304 32.0477161, 34.7570523 32.0477925, 34.7571876 32.0479101))']","[['POLYGON ((34.7570497 32.0358176, 34.7570546 32.0355687, 34.7572193 32.035571, 34.7572165 32.0357106, 34.757345 32.0357125, 34.7573408 32.0359277, 34.7571798 32.0359254, 34.7571819 32.0358194, 34.7570497 32.0358176))', 'unknown'], ['POLYGON ((34.7571876 32.0479101, 34.7574702 32.0476515, 34.7573644 32.0475839, 34.75725 32.0477132, 34.7572223 32.0477014, 34.7572223 32.0476603, 34.7573055 32.047603, 34.7571876 32.0473943, 34.7569847 32.0474795, 34.7571304 32.0477161, 34.7570523 32.0477925, 34.7571876 32.0479101))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
878,TZ878,high,high,3_to_6,אבוטבול,רופא,1,"['POLYGON ((34.7571191 32.0540704, 34.7573414 32.0539762, 34.7572942 32.0538962, 34.7570719 32.0539904, 34.7571191 32.0540704))']","[['POLYGON ((34.7571191 32.0540704, 34.7573414 32.0539762, 34.7572942 32.0538962, 34.7570719 32.0539904, 34.7571191 32.0540704))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
879,TZ879,high,medium,0_to_1,גרדה,עובד ציבור,2,"['POLYGON ((34.7570169 32.0470074, 34.7570948 32.047156, 34.7574105 32.0470371, 34.7573326 32.0468885, 34.7570169 32.0470074))', 'POLYGON ((34.7572613 32.0556592, 34.757081 32.055546, 34.7571671 32.0554475, 34.7573212 32.0554316, 34.7573409 32.0555681, 34.7572613 32.0556592))']","[['POLYGON ((34.7570169 32.0470074, 34.7570948 32.047156, 34.7574105 32.0470371, 34.7573326 32.0468885, 34.7570169 32.0470074))', 'unknown'], ['POLYGON ((34.7572613 32.0556592, 34.757081 32.055546, 34.7571671 32.0554475, 34.7573212 32.0554316, 34.7573409 32.0555681, 34.7572613 32.0556592))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
880,TZ880,high,high,1_to_3,מימון,חינוך,2,"['POLYGON ((34.7572158 32.048603, 34.7573133 32.0485603, 34.757247 32.0484516, 34.7571495 32.0484944, 34.7572158 32.048603))', 'POLYGON ((34.7573788 32.03358, 34.7573404 32.0334099, 34.7571209 32.0334455, 34.7571593 32.0336156, 34.7573788 32.03358))']","[['POLYGON ((34.7572158 32.048603, 34.7573133 32.0485603, 34.757247 32.0484516, 34.7571495 32.0484944, 34.7572158 32.048603))', 'unknown'], ['POLYGON ((34.7573788 32.03358, 34.7573404 32.0334099, 34.7571209 32.0334455, 34.7571593 32.0336156, 34.7573788 32.03358))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
881,TZ881,low,medium,10+,כהן,חינוך,3,"['POLYGON ((34.7572338 32.0565687, 34.7573893 32.0564908, 34.7572076 32.0563922, 34.7571358 32.0564281, 34.7572338 32.0565687))', 'POLYGON ((34.7572262 32.0484296, 34.7573657 32.0483685, 34.7573025 32.048265, 34.7571631 32.0483261, 34.7572262 32.0484296))', 'POLYGON ((34.7571527 32.0548557, 34.7571754 32.0549104, 34.7572754 32.054922, 34.7574105 32.0548084, 34.7573105 32.054723, 34.7571527 32.0548557))']","[['POLYGON ((34.7572338 32.0565687, 34.7573893 32.0564908, 34.7572076 32.0563922, 34.7571358 32.0564281, 34.7572338 32.0565687))', 'unknown'], ['POLYGON ((34.7572262 32.0484296, 34.7573657 32.0483685, 34.7573025 32.048265, 34.7571631 32.0483261, 34.7572262 32.0484296))', 'unknown'], ['POLYGON ((34.7571527 32.0548557, 34.7571754 32.0549104, 34.7572754 32.054922, 34.7574105 32.0548084, 34.7573105 32.054723, 34.7571527 32.0548557))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
882,TZ882,medium,low,1_to_3,אבוטבול,חינוך,2,"['POLYGON ((34.7574199 32.0472215, 34.7573606 32.0471084, 34.757146 32.0471892, 34.7572053 32.0473024, 34.7574199 32.0472215))', 'POLYGON ((34.757303 32.0524013, 34.7574273 32.0523035, 34.7572858 32.0521744, 34.7571615 32.0522721, 34.757303 32.0524013))']","[['POLYGON ((34.7574199 32.0472215, 34.7573606 32.0471084, 34.757146 32.0471892, 34.7572053 32.0473024, 34.7574199 32.0472215))', 'unknown'], ['POLYGON ((34.757303 32.0524013, 34.7574273 32.0523035, 34.7572858 32.0521744, 34.7571615 32.0522721, 34.757303 32.0524013))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
883,TZ883,high,low,0_to_1,לוי,מלצר,3,"['POLYGON ((34.7571786 32.0536945, 34.7570614 32.0536214, 34.7574284 32.053199, 34.7575455 32.0532721, 34.7571786 32.0536945))', 'POLYGON ((34.7572144 32.0339452, 34.7574582 32.0339057, 34.757427 32.0337674, 34.7571833 32.0338069, 34.7572144 32.0339452))', 'POLYGON ((34.7572366 32.0486206, 34.7572959 32.0487177, 34.75741 32.0486677, 34.7573508 32.0485706, 34.7572366 32.0486206))']","[['POLYGON ((34.7571786 32.0536945, 34.7570614 32.0536214, 34.7574284 32.053199, 34.7575455 32.0532721, 34.7571786 32.0536945))', 'unknown'], ['POLYGON ((34.7572144 32.0339452, 34.7574582 32.0339057, 34.757427 32.0337674, 34.7571833 32.0338069, 34.7572144 32.0339452))', 'unknown'], ['POLYGON ((34.7572366 32.0486206, 34.7572959 32.0487177, 34.75741 32.0486677, 34.7573508 32.0485706, 34.7572366 32.0486206))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
884,TZ884,medium,high,1_to_3,כהן,נהג,1,"['POLYGON ((34.757318 32.0514401, 34.7571471 32.0510386, 34.7572319 32.0509691, 34.7576154 32.0512717, 34.757318 32.0514401))']","[['POLYGON ((34.757318 32.0514401, 34.7571471 32.0510386, 34.7572319 32.0509691, 34.7576154 32.0512717, 34.757318 32.0514401))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
885,TZ885,high,low,10+,אבוטבול,נגר,2,"['POLYGON ((34.7570612 32.0521341, 34.7574254 32.0518827, 34.7575953 32.0522049, 34.7574456 32.0523049, 34.7572987 32.0521487, 34.7571706 32.0522402, 34.7570612 32.0521341))', 'POLYGON ((34.7572484 32.0341157, 34.7575005 32.0340749, 34.7574723 32.03395, 34.7572203 32.0339908, 34.7572484 32.0341157))']","[['POLYGON ((34.7570612 32.0521341, 34.7574254 32.0518827, 34.7575953 32.0522049, 34.7574456 32.0523049, 34.7572987 32.0521487, 34.7571706 32.0522402, 34.7570612 32.0521341))', 'unknown'], ['POLYGON ((34.7572484 32.0341157, 34.7575005 32.0340749, 34.7574723 32.03395, 34.7572203 32.0339908, 34.7572484 32.0341157))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
886,TZ886,medium,medium,10+,אבוטבול,הייטק,2,"['POLYGON ((34.7572629 32.0494764, 34.7572334 32.0493841, 34.7574263 32.0493397, 34.7574966 32.0495592, 34.7573003 32.0496044, 34.7572804 32.0495422, 34.7573854 32.049518, 34.7573646 32.049453, 34.7572629 32.0494764))', 'POLYGON ((34.7572238 32.0474153, 34.7574564 32.0472993, 34.757525 32.0473983, 34.7572924 32.0475142, 34.7572238 32.0474153))']","[['POLYGON ((34.7572629 32.0494764, 34.7572334 32.0493841, 34.7574263 32.0493397, 34.7574966 32.0495592, 34.7573003 32.0496044, 34.7572804 32.0495422, 34.7573854 32.049518, 34.7573646 32.049453, 34.7572629 32.0494764))', 'unknown'], ['POLYGON ((34.7572238 32.0474153, 34.7574564 32.0472993, 34.757525 32.0473983, 34.7572924 32.0475142, 34.7572238 32.0474153))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
887,TZ887,high,low,10+,אבוטבול,הייטק,2,"['POLYGON ((34.7572978 32.044472, 34.7574038 32.044438, 34.7574747 32.0445967, 34.7573687 32.0446307, 34.7572978 32.044472))', 'POLYGON ((34.7572825 32.0342983, 34.7575272 32.0342587, 34.757495 32.0341157, 34.7572502 32.0341554, 34.7572825 32.0342983))']","[['POLYGON ((34.7572978 32.044472, 34.7574038 32.044438, 34.7574747 32.0445967, 34.7573687 32.0446307, 34.7572978 32.044472))', 'unknown'], ['POLYGON ((34.7572825 32.0342983, 34.7575272 32.0342587, 34.757495 32.0341157, 34.7572502 32.0341554, 34.7572825 32.0342983))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
888,TZ888,medium,medium,3_to_6,לוי,הייטק,1,"['POLYGON ((34.7574221 32.0486486, 34.7575201 32.0486056, 34.7573857 32.0483855, 34.7572878 32.0484284, 34.7574221 32.0486486))']","[['POLYGON ((34.7574221 32.0486486, 34.7575201 32.0486056, 34.7573857 32.0483855, 34.7572878 32.0484284, 34.7574221 32.0486486))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
889,TZ889,medium,medium,10+,אבוטבול,נהג,1,"['POLYGON ((34.757367 32.0567395, 34.7576193 32.0565869, 34.7574192 32.0565004, 34.7572512 32.056602, 34.757367 32.0567395))']","[['POLYGON ((34.757367 32.0567395, 34.7576193 32.0565869, 34.7574192 32.0565004, 34.7572512 32.056602, 34.757367 32.0567395))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
890,TZ890,medium,high,6_t0_10,אבוטבול,עובד ציבור,3,"['POLYGON ((34.757378 32.0531085, 34.7569892 32.0528393, 34.7576509 32.0522922, 34.7577486 32.0525062, 34.7577506 32.0526408, 34.7577038 32.0527444, 34.7575939 32.0528652, 34.7575043 32.0528134, 34.7573699 32.0529394, 34.7571928 32.0528134, 34.7571846 32.0528548, 34.7574493 32.0530377, 34.757378 32.0531085))', 'POLYGON ((34.757325 32.0344497, 34.7575678 32.0344103, 34.7575403 32.0342887, 34.7572975 32.0343281, 34.757325 32.0344497))', 'POLYGON ((34.7574233 32.048298, 34.7575705 32.0482227, 34.7574638 32.048073, 34.7573166 32.0481484, 34.7574233 32.048298))']","[['POLYGON ((34.757378 32.0531085, 34.7569892 32.0528393, 34.7576509 32.0522922, 34.7577486 32.0525062, 34.7577506 32.0526408, 34.7577038 32.0527444, 34.7575939 32.0528652, 34.7575043 32.0528134, 34.7573699 32.0529394, 34.7571928 32.0528134, 34.7571846 32.0528548, 34.7574493 32.0530377, 34.757378 32.0531085))', 'unknown'], ['POLYGON ((34.757325 32.0344497, 34.7575678 32.0344103, 34.7575403 32.0342887, 34.7572975 32.0343281, 34.757325 32.0344497))', 'unknown'], ['POLYGON ((34.7574233 32.048298, 34.7575705 32.0482227, 34.7574638 32.048073, 34.7573166 32.0481484, 34.7574233 32.048298))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
891,TZ891,high,medium,1_to_3,לוי,רופא,1,"['POLYGON ((34.7572828 32.0558282, 34.7575157 32.0559694, 34.7576361 32.0558509, 34.7574062 32.0557146, 34.7572828 32.0558282))']","[['POLYGON ((34.7572828 32.0558282, 34.7575157 32.0559694, 34.7576361 32.0558509, 34.7574062 32.0557146, 34.7572828 32.0558282))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
892,TZ892,low,low,0_to_1,כהן,הייטק,2,"['POLYGON ((34.7573701 32.0488426, 34.7576215 32.0487323, 34.7575537 32.0486212, 34.7573023 32.0487314, 34.7573701 32.0488426))', 'POLYGON ((34.7573587 32.0453863, 34.757584 32.0453832, 34.7575784 32.0450929, 34.757353 32.045096, 34.7573587 32.0453863))']","[['POLYGON ((34.7573701 32.0488426, 34.7576215 32.0487323, 34.7575537 32.0486212, 34.7573023 32.0487314, 34.7573701 32.0488426))', 'unknown'], ['POLYGON ((34.7573587 32.0453863, 34.757584 32.0453832, 34.7575784 32.0450929, 34.757353 32.045096, 34.7573587 32.0453863))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
893,TZ893,medium,low,10+,לוי,מלצר,2,"['POLYGON ((34.7575061 32.0439077, 34.7576422 32.0442894, 34.7574316 32.0443433, 34.7572955 32.0439617, 34.7575061 32.0439077))', 'POLYGON ((34.7574268 32.0467013, 34.7575171 32.0466663, 34.7574758 32.0465896, 34.757569 32.0465535, 34.757526 32.0464738, 34.7576319 32.0464328, 34.7575393 32.046261, 34.7573405 32.046338, 34.7574312 32.0465064, 34.7573407 32.0465415, 34.7574268 32.0467013))']","[['POLYGON ((34.7575061 32.0439077, 34.7576422 32.0442894, 34.7574316 32.0443433, 34.7572955 32.0439617, 34.7575061 32.0439077))', 'unknown'], ['POLYGON ((34.7574268 32.0467013, 34.7575171 32.0466663, 34.7574758 32.0465896, 34.757569 32.0465535, 34.757526 32.0464738, 34.7576319 32.0464328, 34.7575393 32.046261, 34.7573405 32.046338, 34.7574312 32.0465064, 34.7573407 32.0465415, 34.7574268 32.0467013))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
894,TZ894,high,low,1_to_3,לוי,נהג,3,"['POLYGON ((34.7573058 32.055357, 34.7573958 32.0555485, 34.7576473 32.0554636, 34.7575572 32.055272, 34.7573058 32.055357))', 'POLYGON ((34.7575756 32.0543352, 34.7573476 32.054223, 34.7572315 32.0541333, 34.7575593 32.0539815, 34.7576611 32.0541437, 34.7575736 32.0542075, 34.7576408 32.0542662, 34.7575756 32.0543352))', 'POLYGON ((34.7572917 32.0480798, 34.7572181 32.0479769, 34.7576141 32.0476246, 34.7576607 32.0476402, 34.7576901 32.0478574, 34.7572917 32.0480798))']","[['POLYGON ((34.7573058 32.055357, 34.7573958 32.0555485, 34.7576473 32.0554636, 34.7575572 32.055272, 34.7573058 32.055357))', 'unknown'], ['POLYGON ((34.7575756 32.0543352, 34.7573476 32.054223, 34.7572315 32.0541333, 34.7575593 32.0539815, 34.7576611 32.0541437, 34.7575736 32.0542075, 34.7576408 32.0542662, 34.7575756 32.0543352))', 'unknown'], ['POLYGON ((34.7572917 32.0480798, 34.7572181 32.0479769, 34.7576141 32.0476246, 34.7576607 32.0476402, 34.7576901 32.0478574, 34.7572917 32.0480798))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
895,TZ895,high,low,1_to_3,אבוטבול,עובד ציבור,3,"['POLYGON ((34.7573509 32.0455068, 34.7575683 32.0454978, 34.7575711 32.0455449, 34.757622 32.0455428, 34.7576257 32.045608, 34.7574222 32.0456165, 34.7574202 32.0455819, 34.7573554 32.0455846, 34.7573509 32.0455068))', 'POLYGON ((34.7576254 32.0346082, 34.7575952 32.0344743, 34.7573618 32.0345121, 34.757392 32.034646, 34.7576254 32.0346082))', 'POLYGON ((34.7573862 32.0357562, 34.7573843 32.035659, 34.7573186 32.0356097, 34.7574313 32.0355062, 34.7575083 32.035554, 34.7575956 32.0355126, 34.757682 32.0356169, 34.7575984 32.035659, 34.7576012 32.035753, 34.7573862 32.0357562))']","[['POLYGON ((34.7573509 32.0455068, 34.7575683 32.0454978, 34.7575711 32.0455449, 34.757622 32.0455428, 34.7576257 32.045608, 34.7574222 32.0456165, 34.7574202 32.0455819, 34.7573554 32.0455846, 34.7573509 32.0455068))', 'unknown'], ['POLYGON ((34.7576254 32.0346082, 34.7575952 32.0344743, 34.7573618 32.0345121, 34.757392 32.034646, 34.7576254 32.0346082))', 'unknown'], ['POLYGON ((34.7573862 32.0357562, 34.7573843 32.035659, 34.7573186 32.0356097, 34.7574313 32.0355062, 34.7575083 32.035554, 34.7575956 32.0355126, 34.757682 32.0356169, 34.7575984 32.035659, 34.7576012 32.035753, 34.7573862 32.0357562))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
896,TZ896,high,high,3_to_6,גרדה,נגר,3,"['POLYGON ((34.7574575 32.0510602, 34.7576956 32.0509106, 34.7575597 32.0507551, 34.7572956 32.0509218, 34.7574575 32.0510602))', 'POLYGON ((34.7577877 32.0384935, 34.757824 32.0385944, 34.757216 32.0387514, 34.7571797 32.0386505, 34.7577877 32.0384935))', 'POLYGON ((34.7573917 32.0498529, 34.7574129 32.0502323, 34.7576597 32.0502224, 34.7576386 32.049843, 34.7573917 32.0498529))']","[['POLYGON ((34.7574575 32.0510602, 34.7576956 32.0509106, 34.7575597 32.0507551, 34.7572956 32.0509218, 34.7574575 32.0510602))', 'unknown'], ['POLYGON ((34.7577877 32.0384935, 34.757824 32.0385944, 34.757216 32.0387514, 34.7571797 32.0386505, 34.7577877 32.0384935))', 'unknown'], ['POLYGON ((34.7573917 32.0498529, 34.7574129 32.0502323, 34.7576597 32.0502224, 34.7576386 32.049843, 34.7573917 32.0498529))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
897,TZ897,low,medium,6_t0_10,לוי,עובד ציבור,3,"['POLYGON ((34.7574956 32.0484175, 34.7576277 32.0483571, 34.7575689 32.0482647, 34.7574368 32.048325, 34.7574956 32.0484175))', 'POLYGON ((34.7575441 32.0473298, 34.7576297 32.0472976, 34.7575404 32.0471272, 34.7574547 32.0471595, 34.7575441 32.0473298))', 'POLYGON ((34.7574945 32.0476309, 34.7576418 32.0475133, 34.7576054 32.0473781, 34.7575239 32.0474134, 34.7575274 32.0474898, 34.7574078 32.0475706, 34.7574945 32.0476309))']","[['POLYGON ((34.7574956 32.0484175, 34.7576277 32.0483571, 34.7575689 32.0482647, 34.7574368 32.048325, 34.7574956 32.0484175))', 'unknown'], ['POLYGON ((34.7575441 32.0473298, 34.7576297 32.0472976, 34.7575404 32.0471272, 34.7574547 32.0471595, 34.7575441 32.0473298))', 'unknown'], ['POLYGON ((34.7574945 32.0476309, 34.7576418 32.0475133, 34.7576054 32.0473781, 34.7575239 32.0474134, 34.7575274 32.0474898, 34.7574078 32.0475706, 34.7574945 32.0476309))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
898,TZ898,high,low,1_to_3,לוי,רופא,2,"['POLYGON ((34.7577245 32.0350262, 34.7576446 32.0346719, 34.7573703 32.0347163, 34.7574502 32.0350707, 34.7577245 32.0350262))', 'POLYGON ((34.7575547 32.0548008, 34.7576483 32.0548483, 34.7577347 32.0549862, 34.7574352 32.0550838, 34.7573891 32.0550033, 34.7574813 32.0549484, 34.757428 32.0548996, 34.7575547 32.0548008))']","[['POLYGON ((34.7577245 32.0350262, 34.7576446 32.0346719, 34.7573703 32.0347163, 34.7574502 32.0350707, 34.7577245 32.0350262))', 'unknown'], ['POLYGON ((34.7575547 32.0548008, 34.7576483 32.0548483, 34.7577347 32.0549862, 34.7574352 32.0550838, 34.7573891 32.0550033, 34.7574813 32.0549484, 34.757428 32.0548996, 34.7575547 32.0548008))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
899,TZ899,medium,medium,0_to_1,מימון,עובד ציבור,3,"['POLYGON ((34.7574419 32.0564162, 34.7573293 32.0563348, 34.7576863 32.0561509, 34.7577905 32.0561981, 34.7577596 32.056265, 34.7577111 32.056251, 34.7574419 32.0564162))', 'POLYGON ((34.7575423 32.0413163, 34.7576467 32.0412872, 34.7576006 32.041168, 34.7574961 32.0411971, 34.7575423 32.0413163))', 'POLYGON ((34.7575557 32.0484944, 34.7576391 32.0484632, 34.7576014 32.0483909, 34.7575181 32.0484221, 34.7575557 32.0484944))']","[['POLYGON ((34.7574419 32.0564162, 34.7573293 32.0563348, 34.7576863 32.0561509, 34.7577905 32.0561981, 34.7577596 32.056265, 34.7577111 32.056251, 34.7574419 32.0564162))', 'unknown'], ['POLYGON ((34.7575423 32.0413163, 34.7576467 32.0412872, 34.7576006 32.041168, 34.7574961 32.0411971, 34.7575423 32.0413163))', 'unknown'], ['POLYGON ((34.7575557 32.0484944, 34.7576391 32.0484632, 34.7576014 32.0483909, 34.7575181 32.0484221, 34.7575557 32.0484944))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
